STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-06,62,70,58
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-07,65,78,57
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-08,57,61,46
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-09,53,62,44
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-10,56,67,49
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-11,56,66,48
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-12,62,75,50
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-13,61,67,55
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-14,64,69,57
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-15,61,71,53
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-16,58,68,51
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-17,55,60,49
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-18,62,69,50
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-19,52,57,44
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-20,50,59,42
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-21,53,62,46
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-22,57,68,47
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-23,55,58,50
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-24,56,60,52
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-25,59,62,57
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-26,60,65,59
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-27,63,68,46
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-28,48,52,42
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-29,47,55,40
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-30,50,63,39
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-10-31,55,68,45
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-01,61,65,57
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-02,60,69,48
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-03,54,61,46
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-04,59,72,50
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-05,65,77,57
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-06,69,76,65
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-07,69,76,54
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-08,53,55,40
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-09,43,48,36
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-10,53,69,43
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-11,61,70,55
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-12,69,76,56
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-13,54,56,41
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-14,41,44,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-15,38,43,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-16,46,57,37
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-17,42,46,36
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-18,39,45,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-19,38,44,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-20,35,40,29
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-21,31,39,25
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-22,41,48,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-23,44,51,36
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-24,39,48,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-25,46,52,41
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-26,45,53,39
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-27,48,57,43
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-28,52,58,38
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-29,39,43,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-11-30,47,59,39
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-01,43,43,36
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-02,39,45,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-03,48,59,39
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-04,43,43,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-05,39,49,29
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-06,46,55,40
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-07,52,59,48
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-08,53,58,37
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-09,39,47,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-10,33,36,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-11,30,34,25
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-12,28,34,24
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-13,32,41,26
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-14,31,37,23
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-15,37,44,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-16,43,45,42
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-17,40,43,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-18,37,41,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-19,35,42,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-20,35,41,30
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-21,32,39,27
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-22,35,45,28
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-23,49,57,19
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-24,18,20,11
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-25,18,27,14
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-26,26,34,21
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-27,31,36,28
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-28,32,43,24
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-29,41,54,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-30,48,63,39
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2022-12-31,49,54,44
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-01,53,55,43
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-02,44,52,36
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-03,41,45,34
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-04,41,45,40
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-05,42,45,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-06,35,36,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-07,37,44,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-08,32,38,25
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-09,35,43,28
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-10,37,42,28
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-11,29,35,23
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-12,34,49,30
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-13,52,58,39
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-14,37,39,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-15,34,37,29
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-16,31,34,30
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-17,38,50,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-18,45,52,40
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-19,40,42,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-20,35,38,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-21,31,33,29
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-22,31,37,28
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-23,35,36,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-24,34,39,30
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-25,35,43,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-26,45,55,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-27,36,42,30
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-28,39,50,30
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-29,43,51,34
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-30,44,46,36
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-01-31,36,41,23
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-01,26,30,21
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-02,30,38,24
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-03,25,33,-8
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-04,0,18,-10
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-05,30,51,18
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-06,41,49,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-07,31,34,24
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-08,40,49,34
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-09,41,47,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-10,47,60,37
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-11,41,44,32
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-12,39,50,31
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-13,41,44,37
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-14,42,52,35
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-15,43,57,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-16,55,62,46
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-17,51,60,26
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-18,30,41,23
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-19,38,47,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-20,50,61,44
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-21,41,46,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-22,40,44,33
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-23,33,34,26
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-24,30,38,18
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-25,18,20,13
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-26,24,39,18
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-27,29,31,27
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-02-28,33,36,29
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2023-03-01,36,42,33
